Date : 2025-06-17 03:41:11
Directory : e:\code\r6box\r6box
Total : 345 files,  102959 codes, 7605 comments, 11670 blanks, all 122234 lines

Languages
+-------------------------+------------+------------+------------+------------+------------+
| language                | files      | code       | comment    | blank      | total      |
| e:\code\r6box\r6box\lib\components\vfs\viewers\vfs_image_viewer_window.dart               | Dart                    |        305 |         30 |         39 |        374 |
| e:\code\r6box\r6box\lib\components\vfs\viewers\vfs_markdown_renderer.dart                 | Dart                    |      1,702 |        173 |        166 |      2,041 |
| e:\code\r6box\r6box\lib\components\vfs\viewers\vfs_markdown_viewer_window.dart            | Dart                    |         90 |          9 |         14 |        113 |
| e:\code\r6box\r6box\lib\components\vfs\viewers\vfs_text_viewer_window.dart                | Dart                    |        446 |         36 |         51 |        533 |
| e:\code\r6box\r6box\lib\components\vfs\viewers\video_processor.dart                       | Dart                    |        255 |         35 |         49 |        339 |
| e:\code\r6box\r6box\lib\components\web\web_context_menu_handler.dart                      | Dart                    |        186 |         17 |         20 |        223 |
| e:\code\r6box\r6box\lib\components\web\web_readonly_components.dart                       | Dart                    |         71 |          3 |         11 |         85 |
| e:\code\r6box\r6box\lib\config\app_config.dart                                            | Dart                    |         54 |          5 |         20 |         79 |
| e:\code\r6box\r6box\lib\config\app_config.g.dart                                          | Dart                    |         33 |          4 |          9 |         46 |
| e:\code\r6box\r6box\lib\config\build_config.dart                                          | Dart                    |         65 |         10 |         11 |         86 |
| e:\code\r6box\r6box\lib\config\config_manager.dart                                        | Dart                    |         89 |         12 |         17 |        118 |
| e:\code\r6box\r6box\lib\data\map_data_bloc.dart                                           | Dart                    |        747 |         83 |        166 |        996 |
| e:\code\r6box\r6box\lib\data\map_data_event.dart                                          | Dart                    |        187 |         30 |         82 |        299 |
| e:\code\r6box\r6box\lib\data\map_data_state.dart                                          | Dart                    |         97 |         13 |         23 |        133 |
| e:\code\r6box\r6box\lib\data\map_editor_integration_adapter.dart                          | Dart                    |        222 |         68 |         66 |        356 |
| e:\code\r6box\r6box\lib\data\map_editor_reactive_integration.dart                         | Dart                    |        197 |        103 |         64 |        364 |
| e:\code\r6box\r6box\lib\data\new_reactive_script_engine.dart                              | Dart                    |        370 |         76 |         71 |        517 |
| e:\code\r6box\r6box\lib\data\new_reactive_script_manager.dart                             | Dart                    |        348 |         46 |         75 |        469 |
| e:\code\r6box\r6box\lib\examples\new_script_system_example.dart                           | Dart                    |        237 |         31 |         54 |        322 |
| e:\code\r6box\r6box\lib\examples\new_script_system_integration_example.dart               | Dart                    |        351 |         29 |         32 |        412 |
| e:\code\r6box\r6box\lib\examples\reactive_version_integration_example.dart                | Dart                    |        281 |         60 |         37 |        378 |
| e:\code\r6box\r6box\lib\examples\vfs_map_storage_example.dart                             | Dart                    |        268 |         15 |         27 |        310 |
| e:\code\r6box\r6box\lib\features\component-modules\system_info_feature.dart               | Dart                    |         91 |          4 |         11 |        106 |
| e:\code\r6box\r6box\lib\features\feature_registry.dart                                    | Dart                    |         29 |          7 |          9 |         45 |
| e:\code\r6box\r6box\lib\features\page-modules\config_editor_module.dart                   | Dart                    |         30 |          4 |         10 |         44 |
| e:\code\r6box\r6box\lib\features\page-modules\fullscreen_test_page_module.dart            | Dart                    |         32 |          5 |         11 |         48 |
| e:\code\r6box\r6box\lib\features\page-modules\home_page_module.dart                       | Dart                    |         29 |          4 |         10 |         43 |
| e:\code\r6box\r6box\lib\features\page-modules\legend_manager_page_module.dart             | Dart                    |         32 |          5 |         11 |         48 |
| e:\code\r6box\r6box\lib\features\page-modules\map_atlas_page_module.dart                  | Dart                    |         29 |          4 |         10 |         43 |
| e:\code\r6box\r6box\lib\features\page-modules\markdown_renderer_demo_page_module.dart     | Dart                    |         21 |          1 |          8 |         30 |
| e:\code\r6box\r6box\lib\features\page-modules\settings_page_module.dart                   | Dart                    |         29 |          4 |         10 |         43 |
| e:\code\r6box\r6box\lib\features\page-modules\user_preferences_page_module.dart           | Dart                    |         29 |          4 |         10 |         43 |
| e:\code\r6box\r6box\lib\features\page-modules\vfs_file_manager_page_module.dart           | Dart                    |         29 |          4 |         10 |         43 |
| e:\code\r6box\r6box\lib\features\page-modules\web_context_menu_demo_page_module.dart      | Dart                    |         24 |          1 |          9 |         34 |
| e:\code\r6box\r6box\lib\features\page_registry.dart                                       | Dart                    |         69 |         12 |         15 |         96 |
| e:\code\r6box\r6box\lib\l10n\app_localizations.dart                                       | Dart                    |        257 |        872 |        218 |      1,347 |
| e:\code\r6box\r6box\lib\l10n\app_localizations_en.dart                                    | Dart                    |        476 |          3 |        205 |        684 |
| e:\code\r6box\r6box\lib\l10n\app_localizations_zh.dart                                    | Dart                    |        459 |          3 |        205 |        667 |
| e:\code\r6box\r6box\lib\main.dart                                                         | Dart                    |         89 |         24 |         14 |        127 |
| e:\code\r6box\r6box\lib\mixins\map_localization_mixin.dart                                | Dart                    |         38 |          8 |         11 |         57 |
| e:\code\r6box\r6box\lib\models\legend_item.dart                                           | Dart                    |        106 |          7 |         14 |        127 |
| e:\code\r6box\r6box\lib\models\legend_item.g.dart                                         | Dart                    |         38 |          4 |          7 |         49 |
| e:\code\r6box\r6box\lib\models\map_item.dart                                              | Dart                    |        155 |         11 |         17 |        183 |
| e:\code\r6box\r6box\lib\models\map_item.g.dart                                            | Dart                    |         50 |          4 |          7 |         61 |
| e:\code\r6box\r6box\lib\models\map_item_summary.dart                                      | Dart                    |         66 |          8 |         12 |         86 |
| e:\code\r6box\r6box\lib\models\map_item_summary.g.dart                                    | Dart                    |         21 |          4 |          5 |         30 |
| e:\code\r6box\r6box\lib\models\map_layer.dart                                             | Dart                    |        387 |         11 |         23 |        421 |
| e:\code\r6box\r6box\lib\models\map_layer.g.dart                                           | Dart                    |        166 |          4 |         13 |        183 |
| e:\code\r6box\r6box\lib\models\map_localization.dart                                      | Dart                    |         84 |         12 |         18 |        114 |
| e:\code\r6box\r6box\lib\models\map_localization.g.dart                                    | Dart                    |         27 |          4 |          7 |         38 |
| e:\code\r6box\r6box\lib\models\map_version.dart                                           | Dart                    |        211 |         34 |         42 |        287 |
| e:\code\r6box\r6box\lib\models\script_data.dart                                           | Dart                    |        104 |          4 |         12 |        120 |
| e:\code\r6box\r6box\lib\models\script_data.g.dart                                         | Dart                    |         36 |          4 |          6 |         46 |
| e:\code\r6box\r6box\lib\models\sticky_note.dart                                           | Dart                    |        214 |         11 |         18 |        243 |
| e:\code\r6box\r6box\lib\models\sticky_note.g.dart                                         | Dart                    |         81 |          4 |          6 |         91 |
| e:\code\r6box\r6box\lib\models\user_preferences.dart                                      | Dart                    |        352 |         49 |         62 |        463 |
| e:\code\r6box\r6box\lib\models\user_preferences.g.dart                                    | Dart                    |        148 |          4 |         14 |        166 |
| e:\code\r6box\r6box\lib\pages\config\config_editor_page.dart                              | Dart                    |        218 |          3 |         21 |        242 |
| e:\code\r6box\r6box\lib\pages\demo\markdown_renderer_demo_page.dart                       | Dart                    |        231 |         12 |         20 |        263 |
| e:\code\r6box\r6box\lib\pages\demo\web_context_menu_demo_page.dart                        | Dart                    |        330 |          7 |         19 |        356 |
| e:\code\r6box\r6box\lib\pages\home\home_page.dart                                         | Dart                    |        225 |          6 |         14 |        245 |
| e:\code\r6box\r6box\lib\pages\legend_manager\legend_manager_page.dart                     | Dart                    |        434 |         11 |         31 |        476 |
| e:\code\r6box\r6box\lib\pages\map_atlas\map_atlas_page.dart                               | Dart                    |        483 |         19 |         35 |        537 |
| e:\code\r6box\r6box\lib\pages\map_editor\map_editor_page.dart                             | Dart                    |      2,819 |        829 |        431 |      4,079 |
| e:\code\r6box\r6box\lib\pages\map_editor\renderers\background_renderer.dart               | Dart                    |        136 |         21 |         21 |        178 |
| e:\code\r6box\r6box\lib\pages\map_editor\renderers\element_renderer.dart                  | Dart                    |        294 |         28 |         38 |        360 |
| e:\code\r6box\r6box\lib\pages\map_editor\renderers\eraser_renderer.dart                   | Dart                    |        159 |         38 |         20 |        217 |
| e:\code\r6box\r6box\lib\pages\map_editor\renderers\highlight_renderer.dart                | Dart                    |        231 |         25 |         37 |        293 |
| e:\code\r6box\r6box\lib\pages\map_editor\renderers\preview_renderer.dart                  | Dart                    |        255 |         22 |         30 |        307 |
| e:\code\r6box\r6box\lib\pages\map_editor\tools\drawing_tool_manager.dart                  | Dart                    |        785 |         65 |         87 |        937 |
| e:\code\r6box\r6box\lib\pages\map_editor\tools\element_interaction_manager.dart           | Dart                    |        419 |         38 |         56 |        513 |
| e:\code\r6box\r6box\lib\pages\map_editor\utils\drawing_utils.dart                         | Dart                    |        535 |         93 |        123 |        751 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\drawing_toolbar.dart                     | Dart                    |      1,572 |         93 |        106 |      1,771 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\layer_legend_binding_drawer.dart         | Dart                    |        254 |          7 |         14 |        275 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\layer_panel.dart                         | Dart                    |      1,364 |        188 |        178 |      1,730 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\legend_group_management_drawer.dart      | Dart                    |      1,421 |        108 |        101 |      1,630 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\legend_panel.dart                        | Dart                    |        182 |          1 |          7 |        190 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\map_canvas.dart                          | Dart                    |      1,856 |        340 |        261 |      2,457 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\reactive_script_panel.dart               | Dart                    |      1,032 |         37 |         67 |      1,136 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\reactive_version_tab_bar.dart            | Dart                    |        203 |          7 |         15 |        225 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\script_editor_window_reactive.dart       | Dart                    |        350 |         19 |         23 |        392 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\script_status_monitor.dart               | Dart                    |        538 |         17 |         34 |        589 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\sticky_note_display.dart                 | Dart                    |        687 |         98 |         84 |        869 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\sticky_note_panel.dart                   | Dart                    |        768 |         59 |         55 |        882 |
| e:\code\r6box\r6box\lib\pages\map_editor\widgets\z_index_inspector.dart                   | Dart                    |        950 |         29 |         39 |      1,018 |
| e:\code\r6box\r6box\lib\pages\settings\settings_page.dart                                 | Dart                    |         88 |          1 |          8 |         97 |
| e:\code\r6box\r6box\lib\pages\settings\user_preferences_page.dart                         | Dart                    |        273 |          9 |         24 |        306 |
| e:\code\r6box\r6box\lib\pages\settings\widgets\layout_settings_section.dart               | Dart                    |        208 |          7 |         23 |        238 |
| e:\code\r6box\r6box\lib\pages\settings\widgets\map_editor_settings_section.dart           | Dart                    |        114 |          3 |          9 |        126 |
| e:\code\r6box\r6box\lib\pages\settings\widgets\theme_settings_section.dart                | Dart                    |        166 |          7 |         19 |        192 |
| e:\code\r6box\r6box\lib\pages\settings\widgets\tool_settings_section.dart                 | Dart                    |        817 |         23 |         59 |        899 |
| e:\code\r6box\r6box\lib\pages\settings\widgets\user_management_section.dart               | Dart                    |        786 |         20 |         69 |        875 |
| e:\code\r6box\r6box\lib\pages\test\fullscreen_test_page.dart                              | Dart                    |         42 |          1 |          3 |         46 |
| e:\code\r6box\r6box\lib\pages\vfs\vfs_file_manager_page.dart                              | Dart                    |      2,774 |        216 |        291 |      3,281 |
| e:\code\r6box\r6box\lib\pages\vfs\vfs_markdown_viewer_page.dart                           | Dart                    |        326 |         34 |         32 |        392 |
| e:\code\r6box\r6box\lib\providers\locale_provider.dart                                    | Dart                    |         41 |          5 |         10 |         56 |
| e:\code\r6box\r6box\lib\providers\theme_provider.dart                                     | Dart                    |        218 |         11 |         24 |        253 |
| e:\code\r6box\r6box\lib\providers\user_preferences_provider.dart                          | Dart                    |        401 |         46 |         62 |        509 |
| e:\code\r6box\r6box\lib\router\app_router.dart                                            | Dart                    |         64 |          9 |          5 |         78 |
| e:\code\r6box\r6box\lib\services\clipboard_service.dart                                   | Dart                    |        353 |         46 |         39 |        438 |
| e:\code\r6box\r6box\lib\services\combined_database_exporter.dart                          | Dart                    |        211 |         30 |         30 |        271 |
| e:\code\r6box\r6box\lib\services\keyboard_shortcut_service.dart                           | Dart                    |         68 |         12 |         12 |         92 |
| e:\code\r6box\r6box\lib\services\legend_database_service.dart                             | Dart                    |        216 |         28 |         39 |        283 |
| e:\code\r6box\r6box\lib\services\legend_vfs\legend_compatibility_service.dart             | Dart                    |        192 |         54 |         51 |        297 |
| e:\code\r6box\r6box\lib\services\legend_vfs\legend_vfs_service.dart                       | Dart                    |        266 |         68 |         54 |        388 |
| e:\code\r6box\r6box\lib\services\map_database_service.dart                                | Dart                    |        267 |         36 |         43 |        346 |
| e:\code\r6box\r6box\lib\services\map_localization_service.dart                            | Dart                    |        255 |         32 |         47 |        334 |
| e:\code\r6box\r6box\lib\services\reactive_version\reactive_version_adapter.dart           | Dart                    |        597 |        109 |        101 |        807 |
| e:\code\r6box\r6box\lib\services\reactive_version\reactive_version_manager.dart           | Dart                    |        414 |         43 |         78 |        535 |
| e:\code\r6box\r6box\lib\services\scripting\isolated_script_executor.dart                  | Dart                    |        531 |         50 |        133 |        714 |
| e:\code\r6box\r6box\lib\services\user_preferences\user_preferences_database_service.dart  | Dart                    |        253 |         29 |         42 |        324 |
| e:\code\r6box\r6box\lib\services\user_preferences\user_preferences_migration_service.dart | Dart                    |        182 |         21 |         37 |        240 |
| e:\code\r6box\r6box\lib\services\user_preferences\user_preferences_service.dart           | Dart                    |        349 |         66 |         74 |        489 |
| e:\code\r6box\r6box\lib\services\vfs\vfs_file_opener_service.dart                         | Dart                    |        282 |         27 |         37 |        346 |
| e:\code\r6box\r6box\lib\services\vfs_map_storage\vfs_map_data_migrator.dart               | Dart                    |         96 |         11 |         19 |        126 |
| e:\code\r6box\r6box\lib\services\vfs_map_storage\vfs_map_database_adapter.dart            | Dart                    |        193 |         29 |         39 |        261 |
| e:\code\r6box\r6box\lib\services\vfs_map_storage\vfs_map_service.dart                     | Dart                    |        165 |         15 |         12 |        192 |
| e:\code\r6box\r6box\lib\services\vfs_map_storage\vfs_map_service_factory.dart             | Dart                    |         33 |          7 |          5 |         45 |
| e:\code\r6box\r6box\lib\services\vfs_map_storage\vfs_map_service_impl.dart                | Dart                    |      1,335 |        114 |        185 |      1,634 |
| e:\code\r6box\r6box\lib\services\vfs_map_storage\vfs_map_utils.dart                       | Dart                    |        204 |         35 |         36 |        275 |
| e:\code\r6box\r6box\lib\services\virtual_file_system\vfs_database_initializer.dart        | Dart                    |        145 |         26 |         31 |        202 |
| e:\code\r6box\r6box\lib\services\virtual_file_system\vfs_import_export_service.dart       | Dart                    |        587 |         51 |         92 |        730 |
| e:\code\r6box\r6box\lib\services\virtual_file_system\vfs_permission_system.dart           | Dart                    |        368 |         66 |         80 |        514 |
| e:\code\r6box\r6box\lib\services\virtual_file_system\vfs_protocol.dart                    | Dart                    |        165 |         27 |         40 |        232 |
| e:\code\r6box\r6box\lib\services\virtual_file_system\vfs_service_provider.dart            | Dart                    |        355 |         41 |         56 |        452 |
| e:\code\r6box\r6box\lib\services\virtual_file_system\vfs_storage_service.dart             | Dart                    |        673 |         56 |        102 |        831 |
| e:\code\r6box\r6box\lib\services\virtual_file_system\virtual_file_system.dart             | Dart                    |        433 |         60 |         81 |        574 |
| e:\code\r6box\r6box\lib\services\web_database_importer.dart                               | Dart                    |         90 |         16 |         13 |        119 |
| e:\code\r6box\r6box\lib\services\web_database_preloader.dart                              | Dart                    |         82 |         13 |         14 |        109 |
| e:\code\r6box\r6box\lib\utils\filename_sanitizer.dart                                     | Dart                    |         44 |         23 |         13 |         80 |
| e:\code\r6box\r6box\lib\utils\image_utils.dart                                            | Dart                    |        212 |         27 |         32 |        271 |
| e:\code\r6box\r6box\lib\utils\throttle_manager.dart                                       | Dart                    |        107 |         30 |         22 |        159 |
| e:\code\r6box\r6box\lib\utils\web_download_helper.dart                                    | Dart                    |         23 |         13 |          6 |         42 |
| e:\code\r6box\r6box\lib\utils\web_download_helper_stub.dart                               | Dart                    |         10 |          3 |          2 |         15 |
| e:\code\r6box\r6box\lib\utils\web_download_utils.dart                                     | Dart                    |         69 |         21 |         12 |        102 |
| e:\code\r6box\r6box\linux\CMakeLists.txt                                                  | CMake                   |        104 |          0 |         25 |        129 |
| e:\code\r6box\r6box\linux\flutter\CMakeLists.txt                                          | CMake                   |         79 |          0 |         10 |         89 |
| e:\code\r6box\r6box\linux\flutter\generated_plugin_registrant.cc                          | C++                     |         27 |          4 |          5 |         36 |
| e:\code\r6box\r6box\linux\flutter\generated_plugin_registrant.h                           | C++                     |          5 |          5 |          6 |         16 |
| e:\code\r6box\r6box\linux\flutter\generated_plugins.cmake                                 | CMake                   |         24 |          0 |          6 |         30 |
| e:\code\r6box\r6box\linux\runner\CMakeLists.txt                                           | CMake                   |         21 |          0 |          6 |         27 |
| e:\code\r6box\r6box\linux\runner\main.cc                                                  | C++                     |          5 |          0 |          2 |          7 |
| e:\code\r6box\r6box\linux\runner\my_application.cc                                        | C++                     |         83 |         21 |         27 |        131 |
| e:\code\r6box\r6box\linux\runner\my_application.h                                         | C++                     |          7 |          7 |          5 |         19 |
| e:\code\r6box\r6box\macos\Flutter\GeneratedPluginRegistrant.swift                         | Swift                   |         30 |          3 |          4 |         37 |
| e:\code\r6box\r6box\macos\RunnerTests\RunnerTests.swift                                   | Swift                   |          7 |          2 |          4 |         13 |
| e:\code\r6box\r6box\macos\Runner\AppDelegate.swift                                        | Swift                   |         11 |          0 |          3 |         14 |
| e:\code\r6box\r6box\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json         | JSON                    |         68 |          0 |          1 |         69 |
| e:\code\r6box\r6box\macos\Runner\Base.lproj\MainMenu.xib                                  | XML                     |        343 |          0 |          1 |        344 |
| e:\code\r6box\r6box\macos\Runner\MainFlutterWindow.swift                                  | Swift                   |         12 |          0 |          4 |         16 |
| e:\code\r6box\r6box\pubspec.yaml                                                          | YAML                    |         55 |         77 |         22 |        154 |
| e:\code\r6box\r6box\scripts\build.ps1                                                     | PowerShell              |         60 |         10 |         19 |         89 |
| e:\code\r6box\r6box\scripts\build.sh                                                      | Shell Script            |         46 |         10 |         12 |         68 |
| e:\code\r6box\r6box\scripts\build_config_generator.dart                                   | Dart                    |         93 |         11 |         14 |        118 |
| e:\code\r6box\r6box\scripts\build_only.ps1                                                | PowerShell              |         38 |          5 |          7 |         50 |
| e:\code\r6box\r6box\scripts\config_validator.dart                                         | Dart                    |        238 |         20 |         46 |        304 |
| e:\code\r6box\r6box\scripts\config_validator_tool.dart                                    | Dart                    |         27 |          1 |          6 |         34 |
| e:\code\r6box\r6box\scripts\database_exporter.dart                                        | Dart                    |         82 |         11 |         16 |        109 |
| e:\code\r6box\r6box\scripts\find_database.dart                                            | Dart                    |         23 |          3 |          5 |         31 |
| e:\code\r6box\r6box\scripts\performance_benchmark.dart                                    | Dart                    |        195 |         16 |         27 |        238 |
| e:\code\r6box\r6box\scripts\test_deployment.ps1                                           | PowerShell              |         44 |          7 |          9 |         60 |
| e:\code\r6box\r6box\scripts\test_deployment.sh                                            | Shell Script            |         31 |          8 |         10 |         49 |
| e:\code\r6box\r6box\test\config_system_test.dart                                          | Dart                    |         52 |          7 |         11 |         70 |
| e:\code\r6box\r6box\test\debug_layer_storage.dart                                         | Dart                    |        184 |         15 |         30 |        229 |
| e:\code\r6box\r6box\test\debug_version_deletion.dart                                      | Dart                    |        140 |         22 |         33 |        195 |
| e:\code\r6box\r6box\test\debug_version_loading.dart                                       | Dart                    |        185 |         21 |         34 |        240 |
| e:\code\r6box\r6box\test\debug_vfs_query.dart                                             | Dart                    |         52 |          6 |         11 |         69 |
| e:\code\r6box\r6box\test\eraser_aabb_test.dart                                            | Dart                    |        113 |         20 |         18 |        151 |
| e:\code\r6box\r6box\test\framework_test.dart                                              | Dart                    |         75 |          3 |         13 |         91 |
| e:\code\r6box\r6box\test\image_save_test.dart                                             | Dart                    |        171 |         25 |         31 |        227 |
| e:\code\r6box\r6box\test\integration\reactive_version_integration_test.dart               | Dart                    |        227 |         29 |         49 |        305 |
| e:\code\r6box\r6box\test\red_line_counter_test.dart                                       | Dart                    |        175 |         25 |         27 |        227 |
| e:\code\r6box\r6box\test\script_engine_advanced_test.dart                                 | Dart                    |        240 |          0 |         28 |        268 |
| e:\code\r6box\r6box\test\script_engine_comprehensive_test.dart                            | Dart                    |        302 |         24 |         47 |        373 |
| e:\code\r6box\r6box\test\script_engine_debug_test.dart                                    | Dart                    |         62 |          0 |          8 |         70 |
| e:\code\r6box\r6box\test\script_engine_invoke_test.dart                                   | Dart                    |        139 |          2 |         13 |        154 |
| e:\code\r6box\r6box\test\script_engine_test.dart                                          | Dart                    |        230 |         14 |         30 |        274 |
| e:\code\r6box\r6box\test\script_path_fix_test.dart                                        | Dart                    |         39 |          8 |         13 |         60 |
| e:\code\r6box\r6box\test\test_version_naming.dart                                         | Dart                    |         51 |          9 |         13 |         73 |
| e:\code\r6box\r6box\test\user_preferences_database_test.dart                              | Dart                    |        156 |         34 |         49 |        239 |
| e:\code\r6box\r6box\test\version_session_manager_test.dart                                | Dart                    |        136 |         22 |         40 |        198 |
| e:\code\r6box\r6box\test\vfs_debug_test.dart                                              | Dart                    |         27 |          1 |          5 |         33 |
| e:\code\r6box\r6box\test\vfs_file_picker_open_test.dart                                   | Dart                    |         40 |          9 |          7 |         56 |
| e:\code\r6box\r6box\test\vfs_file_picker_selection_test.dart                              | Dart                    |         25 |          2 |          4 |         31 |
| e:\code\r6box\r6box\test\vfs_file_picker_test.dart                                        | Dart                    |         31 |          3 |          5 |         39 |
| e:\code\r6box\r6box\test\vfs_map_storage_test.dart                                        | Dart                    |        226 |         33 |         40 |        299 |
| e:\code\r6box\r6box\test\vfs_permission_integration_test.dart                             | Dart                    |        154 |         25 |         33 |        212 |
| e:\code\r6box\r6box\test\widget_test.dart                                                 | Dart                    |          6 |          2 |          3 |         11 |
| e:\code\r6box\r6box\test\widget_test_new.dart                                             | Dart                    |          9 |          4 |          5 |         18 |
| e:\code\r6box\r6box\web\index.html                                                        | HTML                    |         24 |         17 |          5 |         46 |
| e:\code\r6box\r6box\web\js\web_context_menu_prevention.js                                 | JavaScript              |         22 |          6 |          5 |         33 |
| e:\code\r6box\r6box\web\manifest.json                                                     | JSON                    |         36 |          0 |          1 |         37 |
| e:\code\r6box\r6box\web\sqflite_sw.js                                                     | JavaScript              |      9,504 |          1 |          2 |      9,507 |
| e:\code\r6box\r6box\web\sqlite3.wasm                                                      | WebAssembly Text Format |     14,659 |          0 |        242 |     14,901 |
| e:\code\r6box\r6box\windows\CMakeLists.txt                                                | CMake                   |         89 |          0 |         20 |        109 |
| e:\code\r6box\r6box\windows\flutter\CMakeLists.txt                                        | CMake                   |         98 |          0 |         12 |        110 |
| e:\code\r6box\r6box\windows\flutter\generated_plugin_registrant.cc                        | C++                     |         21 |          4 |          5 |         30 |
| e:\code\r6box\r6box\windows\flutter\generated_plugin_registrant.h                         | C++                     |          5 |          5 |          6 |         16 |
| e:\code\r6box\r6box\windows\flutter\generated_plugins.cmake                               | CMake                   |         24 |          0 |          6 |         30 |
| e:\code\r6box\r6box\windows\runner\CMakeLists.txt                                         | CMake                   |         34 |          0 |          7 |         41 |
| e:\code\r6box\r6box\windows\runner\flutter_window.cpp                                     | C++                     |         49 |          7 |         16 |         72 |
| e:\code\r6box\r6box\windows\runner\flutter_window.h                                       | C++                     |         20 |          5 |          9 |         34 |
| e:\code\r6box\r6box\windows\runner\main.cpp                                               | C++                     |         30 |          4 |         10 |         44 |
| e:\code\r6box\r6box\windows\runner\resource.h                                             | C++                     |          9 |          6 |          2 |         17 |
| e:\code\r6box\r6box\windows\runner\utils.cpp                                              | C++                     |         54 |          2 |         10 |         66 |
| e:\code\r6box\r6box\windows\runner\utils.h                                                | C++                     |          8 |          6 |          6 |         20 |
| e:\code\r6box\r6box\windows\runner\win32_window.cpp                                       | C++                     |        210 |         24 |         55 |        289 |
| e:\code\r6box\r6box\windows\runner\win32_window.h                                         | C++                     |         48 |         31 |         24 |        103 |
| Total                                                                                     |                         |    102,959 |      7,605 |     11,670 |    122,234 |
+-------------------------------------------------------------------------------------------+-------------------------+------------+------------+------------+------------+
